LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
83335,SEATTLE,WA,98108,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
83333,SEATTLE,WA,98103,451140,Corporation,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-07
83333,SEATTLE,WA,98107,523920,Partnership,Unanswered,Unanswered,Unanswered,,0,06/25/2020,"Wells Fargo Bank, National Association",WA-07
83332,GIG HARBOR,WA,98335,511210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
83330,STANWOOD,WA,98292,611699,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5-3-2020,"Wells Fargo Bank, National Association",WA-02
83312,SEATTLE,WA,98121,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
83200,Naselle,WA,98638,115310,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,9,04/14/2020,The Bancorp Bank,WA-03
83183,WASHOUGAL,WA,98671,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-03
83136,TACOMA,WA,98409,111998,Corporation,Unanswered,Unanswered,Unanswered,,0,5-4-2020,"Wells Fargo Bank, National Association",WA-06
83100,SEATTLE,WA,98199,339920,Corporation,Unanswered,Unanswered,Unanswered,,4,04/14/2020,KeyBank National Association,WA-07
83070,PASCO,WA,99301,238160,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-04
83010,SEATTLE,WA,98101,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-07
83000,KIRKLAND,WA,98033,541310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-01
82995,AUBURN,WA,98002,811111,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,10,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
82993,LYNNWOOD,WA,98036,999990,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
82959,SEATTLE,WA,98188,711211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,06/16/2020,KeyBank National Association,WA-09
82900,BELLEVUE,WA,98005,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4-10-2020,KeyBank National Association,WA-09
82855,SEATTLE,WA,98101,,Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
82848,KENNEWICK,WA,99336,541512,Corporation,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-04
82840,PULLMAN,WA,99163,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
82820,SEATTLE,WA,98115,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4-11-2020,KeyBank National Association,WA-07
82812,KIRKLAND,WA,98033,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
82790,SEATTLE,WA,98122,511210,Corporation,Unanswered,Unanswered,Unanswered,,3,04/16/2020,"JPMorgan Chase Bank, National Association",WA-07
82778,PUYALLUP,WA,98371,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4-11-2020,KeyBank National Association,WA-10
82775,Vancouver,WA,98665,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4-9-2020,"JPMorgan Chase Bank, National Association",WA-03
82758,VANCOUVER,WA,98684,238390,Corporation,White,Female Owned,Non-Veteran,,9,5-2-2020,"JPMorgan Chase Bank, National Association",WA-03
82732,PORT ORCHARD,WA,98366,561720,Corporation,Unanswered,Unanswered,Unanswered,,22,07/23/2020,"JPMorgan Chase Bank, National Association",WA-06
82700,SEATTLE,WA,98101,812199,Corporation,Unanswered,Unanswered,Unanswered,,7,06/29/2020,KeyBank National Association,WA-07
82645,YELM,WA,98597,611110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
82600,SNOHOMISH,WA,98290,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4-10-2020,KeyBank National Association,WA-01
82532,SEATTLE,WA,98108,423690,Corporation,Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
82508,ARLINGTON,WA,98223,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/30/2020,"Wells Fargo Bank, National Association",WA-02
82502,SEATTLE,WA,98115,812111,Corporation,Unanswered,Unanswered,Unanswered,,21,4-11-2020,KeyBank National Association,WA-07
82500,BELLEVUE,WA,98004,,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
82500,KIRKLAND,WA,98034,484110,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,KeyBank National Association,WA-01
82389,SNOHOMISH,WA,98296,811212,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
82386,Seattle,WA,98108,423810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,5-3-2020,KeyBank National Association,WA-07
82300,BENTON CITY,WA,99320,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,4-12-2020,KeyBank National Association,WA-04
82250,Spokane,WA,99205,442299,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
82234,PUYALLUP,WA,98375,238330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/13/2020,KeyBank National Association,WA-08
82220,GIG HARBOR,WA,98335,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
82200,PORT ORCHARD,WA,98367,423420,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4-10-2020,KeyBank National Association,WA-06
82200,TACOMA,WA,98444,445120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,04/15/2020,KeyBank National Association,WA-06
82194,TACOMA,WA,98405,621111,Corporation,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-06
82170,EDMONDS,WA,98026,517911,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
82150,TACOMA,WA,98409,561990,Corporation,Unanswered,Male Owned,Non-Veteran,,7,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
82042,SEATTLE,WA,98154,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
82022,SOUTH PRAIRIE,WA,98385,237310,Corporation,Unanswered,Unanswered,Unanswered,,6,4-11-2020,KeyBank National Association,WA-08
82011,BAINBRIDGE ISLAND,WA,98110,484110,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,KeyBank National Association,WA-06
81917,SEATTLE,WA,98103,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
81907,SEATTLE,WA,98105,624410,Corporation,Unanswered,Unanswered,Unanswered,,11,04/27/2020,KeyBank National Association,WA-07
81900,BURLINGTON,WA,98233,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4-10-2020,KeyBank National Association,WA-02
81900,VANCOUVER,WA,98660,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4-10-2020,KeyBank National Association,WA-03
81900,SEATTLE,WA,98119,713930,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,6,04/13/2020,KeyBank National Association,WA-07
81848,Seattle,WA,98119,812220,,Unanswered,Unanswered,Unanswered,,7,5-3-2020,KeyBank National Association,WA-07
81800,NASELLE,WA,98638,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4-12-2020,KeyBank National Association,WA-03
81745,SEATTLE,WA,98116,523930,Corporation,Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
81744,REDMOND,WA,98052,325612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
81730,ENUMCLAW,WA,98022,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-08
81700,SEATTLE,WA,98106,423310,Corporation,Unanswered,Unanswered,Unanswered,,6,04/13/2020,KeyBank National Association,WA-07
81700,FRIDAY HARBOR,WA,98250,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,04/13/2020,KeyBank National Association,WA-02
81662,BELLEVUE,WA,98008,444190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4-11-2020,KeyBank National Association,WA-09
81658,TACOMA,WA,98444,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/13/2020,KeyBank National Association,WA-06
81620,LAKEWOOD,WA,98499,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
81580,BELLINGHAM,WA,98225,624190,Corporation,Unanswered,Unanswered,Unanswered,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
81559,BELLEVUE,WA,98004,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-01
81552,OLYMPIA,WA,98513,238390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-10
81482,ELLENSBURG,WA,98926,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-08
81476,PUYALLUP,WA,98372,332710,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-08
81460,VANCOUVER,WA,98662,238110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-03
81390,SEATTLE,WA,98104,813930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,04/28/2020,"JPMorgan Chase Bank, National Association",WA-07
81370,BELLEVUE,WA,98006,621210,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
81325,SEATTLE,WA,98146,238350,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/13/2020,KeyBank National Association,WA-07
81309,SPOKANE,WA,99208,236220,Corporation,Unanswered,Unanswered,Unanswered,,0,07/27/2020,"Wells Fargo Bank, National Association",WA-05
81300,LAKEWOOD,WA,98499,423310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4-11-2020,KeyBank National Association,WA-06
81293,SEATTLE,WA,98199,311710,Corporation,Unanswered,Unanswered,Unanswered,,5,04/13/2020,KeyBank National Association,WA-07
81287,CAMAS,WA,98607,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
81283,BELLEVUE,WA,98004,541490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-01
81277,EAST WENATCHEE,WA,98802,111339,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,38,04/13/2020,KeyBank National Association,WA-04
81272,LYNNWOOD,WA,98036,541940,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,04/13/2020,KeyBank National Association,WA-01
81217,BELLEVUE,WA,98006,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
81155,KIRKLAND,WA,98033,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
81153,TACOMA,WA,98421,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-09
81103,KENNEWICK,WA,99338,621320,Limited  Liability Company(LLC),Unanswered,Unanswered,Veteran,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
81100,Snoqualmie,WA,98065,562119,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,5,04/27/2020,The Bancorp Bank,WA-01
81087,VANCOUVER,WA,98682,722320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/15/2020,KeyBank National Association,WA-03
81084,KENT,WA,98032,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/27/2020,"Wells Fargo Bank, National Association",WA-09
81059,EATONVILLE,WA,98328,441110,Corporation,Unanswered,Male Owned,Veteran,,7,04/13/2020,KeyBank National Association,WA-08
81052,PORT ORCHARD,WA,98366,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
81025,MANSON,WA,98831,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
81000,Tacoma,WA,98445,999990,Corporation,Unanswered,Unanswered,Non-Veteran,,7,04/14/2020,The Bancorp Bank,WA-10
80945,TACOMA,WA,98405,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9,04/13/2020,KeyBank National Association,WA-06
80892,VANCOUVER,WA,98662,999990,Corporation,Unanswered,Unanswered,Unanswered,,17,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
80884,VANCOUVER,WA,98684,623312,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-03
80845,VANCOUVER,WA,98660,541512,Subchapter S Corporation,Asian,Male Owned,Non-Veteran,,6,04/13/2020,KeyBank National Association,WA-03
80827.6,SEATTLE,WA,98122,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4-11-2020,"JPMorgan Chase Bank, National Association",WA-07
80803,VANCOUVER,WA,98682,333314,Corporation,Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
80800,SEATTLE,WA,98103,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4-11-2020,KeyBank National Association,WA-07
80800,GRANDVIEW,WA,98930,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,5-3-2020,KeyBank National Association,WA-04
80700,Seattle,WA,98177,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/29/2020,"JPMorgan Chase Bank, National Association",WA-07
80666,RENTON,WA,98057,321992,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/13/2020,KeyBank National Association,WA-09
80630,TACOMA,WA,98402,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/15/2020,KeyBank National Association,WA-06
80600,SHELTON,WA,98584,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,4-12-2020,KeyBank National Association,WA-06
80553,PATEROS,WA,98846,311811,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-04
80532,SEATTLE,WA,98177,484110,Corporation,Unanswered,Unanswered,Unanswered,,0,04/13/2020,KeyBank National Association,WA-07
80500,SEATTLE,WA,98116,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,4-10-2020,KeyBank National Association,WA-07
80500,SEATTLE,WA,98101,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,4-10-2020,KeyBank National Association,WA-07
80432,SEATTLE,WA,98105,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
80399,BELLINGHAM,WA,98225,,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-02
80398,SHORELINE,WA,98177,519130,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,"Wells Fargo Bank, National Association",WA-07
80355,MUKILTEO,WA,98275,,Corporation,Unanswered,Unanswered,Unanswered,,10,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
80345,KIRKLAND,WA,98034,238910,Corporation,Unanswered,Unanswered,Unanswered,,6,04/13/2020,KeyBank National Association,WA-01
80311,REDMOND,WA,98052,611710,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-01
80300,SEATTLE,WA,98116,236118,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,7,04/28/2020,KeyBank National Association,WA-07
80300,REDMOND,WA,98052,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4-11-2020,KeyBank National Association,WA-01
80300,ZILLAH,WA,98953,484110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,7,4-12-2020,KeyBank National Association,WA-04
80300,SEATTLE,WA,98126,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4-12-2020,KeyBank National Association,WA-07
80287,CLINTON,WA,98236,312140,Corporation,Unanswered,Unanswered,Unanswered,,5,04/13/2020,KeyBank National Association,WA-02
80220,EDMONDS,WA,98020,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
80207,KENNEWICK,WA,99338,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
80200,SEATTLE,WA,98121,541310,Corporation,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-07
80078,SEATTLE,WA,98146,541110,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
80000,BURIEN,WA,98166,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-07
80000,REDMOND,WA,98052,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
80000,GIG HARBOR,WA,98335,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
80000,ELLENSBURG,WA,98926,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
80000,VANCOUVER,WA,98661,999990,Corporation,Unanswered,Male Owned,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
80000,MONROE,WA,98272,115210,Corporation,Unanswered,Female Owned,Non-Veteran,,16,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
80000,SEATTLE,WA,98103,424990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
80000,BELLEVUE,WA,98005,524210,Corporation,Unanswered,Unanswered,Unanswered,,7,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
80000,BELLINGHAM,WA,98225,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
80000,MAPLE VALLEY,WA,98038,238340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
80000,BOTHELL,WA,98021,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/26/2020,KeyBank National Association,WA-01
80000,SEATTLE,WA,98166,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4-11-2020,KeyBank National Association,WA-07
80000,GRAHAM,WA,98338,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,14,4-11-2020,KeyBank National Association,WA-08
